dataset_source,group,run_id,run_path,model_family,condition,scale,n_posts,n_nonseed,mean_pairwise_cosine,dominant_cluster,dominant_cluster_share
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260405,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260405,olmo3-32b-think,mag25,n10,50,50,0.30988240242004395,25,0.72
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260405,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260405,olmo3-32b-think,mag5,n10,31,31,0.2121577113866806,25,0.7741935483870968
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-think,mag0,n10,4,4,0.48811963200569153,18,0.5
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct-10mins-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,qwen3.5-35b-a3b-instruct,dom-agi,n10,12,12,0.3588620722293854,25,0.75
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct-10mins-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,qwen3.5-35b-a3b-instruct,dom-tech,n10,14,14,0.4415430724620819,3,0.42857142857142855
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct-10mins-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,qwen3.5-35b-a3b-instruct,mag0,n10,17,17,0.34308040142059326,25,0.8235294117647058
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct-10mins-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,qwen3.5-35b-a3b-instruct,mag1,n10,8,8,0.35066157579421997,25,0.875
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct-10mins-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,qwen3.5-35b-a3b-instruct,mag25,n10,11,11,0.339019775390625,25,0.9090909090909091
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct-10mins-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,qwen3.5-35b-a3b-instruct,mag5,n10,10,10,0.4019380211830139,25,1.0
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,qwen3.5-35b-a3b-instruct,dom-agi,n10,53,28,0.3473741114139557,5,0.5660377358490566
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,qwen3.5-35b-a3b-instruct,dom-tech,n10,43,18,0.36806654930114746,5,0.627906976744186
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,qwen3.5-35b-a3b-instruct,mag0,n10,34,34,0.41108208894729614,3,0.4411764705882353
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,qwen3.5-35b-a3b-instruct,mag1,n10,19,18,0.35896292328834534,25,0.8421052631578947
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,qwen3.5-35b-a3b-instruct,mag25,n10,35,10,0.26991939544677734,30,0.7428571428571429
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,qwen3.5-35b-a3b-instruct,mag5,n10,21,16,0.32188016176223755,25,0.3333333333333333
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,dom-agi,n10,60,60,0.34796464443206787,29,0.23333333333333334
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,dom-tech,n10,60,60,0.37439242005348206,25,0.18333333333333332
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag0,n10,25,25,0.3233746290206909,43,0.44
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag1,n10,50,50,0.28900617361068726,25,0.4
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag25,n10,42,42,0.3914249539375305,4,0.42857142857142855
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag5,n10,47,47,0.3563210666179657,25,0.6595744680851063
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,qwen3.5-35b-a3b-base,dom-agi,n10,277,277,0.41444131731987,4,0.4223826714801444
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,qwen3.5-35b-a3b-base,dom-tech,n10,272,272,0.41335824131965637,32,0.27205882352941174
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,qwen3.5-35b-a3b-base,mag0,n10,211,211,0.38258180022239685,4,0.5924170616113744
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,qwen3.5-35b-a3b-base,mag1,n10,249,249,0.3012188673019409,25,0.9718875502008032
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,qwen3.5-35b-a3b-base,mag25,n10,270,270,0.39650002121925354,32,0.34814814814814815
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,qwen3.5-35b-a3b-base,mag5,n10,154,154,0.32600733637809753,31,0.3961038961038961
archive-2026,entropy-collapse,ec-dom-agi-n10-run01,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n10-run01,z-ai/glm-5,dom-agi,n10,442,417,0.4627609848976135,11,0.2850678733031674
archive-2026,entropy-collapse,ec-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260317-9of10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260317-9of10,google/gemini-3.1-flash-lite-preview,dom-agi,n10,175,150,0.47576260566711426,6,0.49142857142857144
archive-2026,entropy-collapse,ec-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260317-garbage,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260317-garbage,google/gemini-3.1-flash-lite-preview,dom-agi,n10,269,244,0.4681066572666168,6,0.4684014869888476
archive-2026,entropy-collapse,ec-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260318,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260318,google/gemini-3.1-flash-lite-preview,dom-agi,n10,170,145,0.4330211281776428,1,0.1588235294117647
archive-2026,entropy-collapse,ec-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260401,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260401,google/gemini-3.1-flash-lite-preview,dom-agi,n10,19,19,0.20838406682014465,25,0.631578947368421
archive-2026,entropy-collapse,ec-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260401-ignore-eventloop,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260401-ignore-eventloop,google/gemini-3.1-flash-lite-preview,dom-agi,n10,34,34,0.36415988206863403,25,0.4117647058823529
archive-2026,entropy-collapse,ec-dom-agi-n10-run01-kimi-20260313,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n10-run01-kimi-20260313,moonshotai/kimi-k2.5,dom-agi,n10,637,612,0.5054716467857361,37,0.46781789638932497
archive-2026,entropy-collapse,ec-dom-agi-n10-run01-nemotron-3-super-120b-a12b-20260317,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n10-run01-nemotron-3-super-120b-a12b-20260317,nvidia/nemotron-3-super-120b-a12b:free,dom-agi,n10,26,1,0.4659709632396698,5,0.9615384615384616
archive-2026,entropy-collapse,ec-dom-agi-n20-run01-gemini-3.1-flash-lite-preview-20260318,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n20-run01-gemini-3.1-flash-lite-preview-20260318,google/gemini-3.1-flash-lite-preview,dom-agi,n20,425,400,0.4418781101703644,7,0.27294117647058824
archive-2026,entropy-collapse,ec-dom-agi-n20-run01-gemini-3.1-flash-lite-preview-20260318-cancelled,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n20-run01-gemini-3.1-flash-lite-preview-20260318-cancelled,google/gemini-3.1-flash-lite-preview,dom-agi,n20,25,0,0.468427836894989,5,1.0
archive-2026,entropy-collapse,ec-dom-agi-n20-run01-gemini-3.1-flash-lite-preview-20260318-garbage,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n20-run01-gemini-3.1-flash-lite-preview-20260318-garbage,google/gemini-3.1-flash-lite-preview,dom-agi,n20,683,658,0.5490916967391968,13,0.5007320644216691
archive-2026,entropy-collapse,ec-dom-agi-n20-run01-gemini-3.1-flash-lite-preview-20260318-partial,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n20-run01-gemini-3.1-flash-lite-preview-20260318-partial,google/gemini-3.1-flash-lite-preview,dom-agi,n20,406,381,0.49785205721855164,32,0.2019704433497537
archive-2026,entropy-collapse,ec-dom-agi-n20-run01-gpt5-20260309,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n20-run01-gpt5-20260309,gpt-5,dom-agi,n20,1110,1085,0.45076078176498413,20,0.2747747747747748
archive-2026,entropy-collapse,ec-dom-agi-n30-run01-gemini-3.1-flash-lite-preview-20260318,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n30-run01-gemini-3.1-flash-lite-preview-20260318,google/gemini-3.1-flash-lite-preview,dom-agi,n30,684,659,0.5220399498939514,23,0.5891812865497076
archive-2026,entropy-collapse,ec-dom-agi-n30-run01-gpt5-20260310,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n30-run01-gpt5-20260310,gpt-5,dom-agi,n30,1595,1570,0.5408830046653748,17,0.3686520376175549
archive-2026,entropy-collapse,ec-dom-agi-run01-gpt5-20260309,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-run01-gpt5-20260309,gpt-5,dom-agi,unknown,688,663,0.4606911540031433,20,0.5450581395348837
archive-2026,entropy-collapse,ec-dom-tech-n10-run01,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n10-run01,z-ai/glm-5,dom-tech,n10,278,253,0.46558964252471924,39,0.27697841726618705
archive-2026,entropy-collapse,ec-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260317,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260317,google/gemini-3.1-flash-lite-preview,dom-tech,n10,228,203,0.4268420338630676,38,0.2982456140350877
archive-2026,entropy-collapse,ec-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260401,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260401,google/gemini-3.1-flash-lite-preview,dom-tech,n10,52,52,0.34683066606521606,13,0.40384615384615385
archive-2026,entropy-collapse,ec-dom-tech-n10-run01-kimi-20260313,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n10-run01-kimi-20260313,moonshotai/kimi-k2.5,dom-tech,n10,652,627,0.530885636806488,11,0.4125766871165644
archive-2026,entropy-collapse,ec-dom-tech-n10-run01-nemotron-3-super-120b-a12b-20260317,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n10-run01-nemotron-3-super-120b-a12b-20260317,nvidia/nemotron-3-super-120b-a12b:free,dom-tech,n10,27,2,0.3771241009235382,5,0.8518518518518519
archive-2026,entropy-collapse,ec-dom-tech-n20-run01-gemini-3.1-flash-lite-preview-20260318,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n20-run01-gemini-3.1-flash-lite-preview-20260318,google/gemini-3.1-flash-lite-preview,dom-tech,n20,576,551,0.44218873977661133,1,0.2465277777777778
archive-2026,entropy-collapse,ec-dom-tech-n20-run01-gemini-3.1-flash-lite-preview-20260318-cancelled,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n20-run01-gemini-3.1-flash-lite-preview-20260318-cancelled,google/gemini-3.1-flash-lite-preview,dom-tech,n20,25,0,0.38341864943504333,5,0.92
archive-2026,entropy-collapse,ec-dom-tech-n20-run01-gemini-3.1-flash-lite-preview-20260318-partial,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n20-run01-gemini-3.1-flash-lite-preview-20260318-partial,google/gemini-3.1-flash-lite-preview,dom-tech,n20,197,172,0.4486241936683655,8,0.16243654822335024
archive-2026,entropy-collapse,ec-dom-tech-n20-run01-gemini-3.1-flash-lite-preview-20260318-portcrash,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n20-run01-gemini-3.1-flash-lite-preview-20260318-portcrash,google/gemini-3.1-flash-lite-preview,dom-tech,n20,562,537,0.3641975522041321,26,0.18683274021352314
archive-2026,entropy-collapse,ec-dom-tech-n20-run01-gpt5-20260309,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n20-run01-gpt5-20260309,gpt-5,dom-tech,n20,986,961,0.4494023323059082,20,0.3012170385395537
archive-2026,entropy-collapse,ec-dom-tech-n30-run01-gemini-3.1-flash-lite-preview-20260318,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n30-run01-gemini-3.1-flash-lite-preview-20260318,google/gemini-3.1-flash-lite-preview,dom-tech,n30,1302,1277,0.42334869503974915,10,0.24193548387096775
archive-2026,entropy-collapse,ec-dom-tech-n30-run01-gpt5-20260310,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n30-run01-gpt5-20260310,gpt-5,dom-tech,n30,1416,1391,0.5178067088127136,17,0.565677966101695
archive-2026,entropy-collapse,ec-dom-tech-run01-gpt5-20260309,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-run01-gpt5-20260309,gpt-5,dom-tech,unknown,588,563,0.4277997612953186,20,0.4880952380952381
archive-2026,entropy-collapse,ec-mag0-n1-run01,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n1-run01,nvidia/nemotron-3-super-120b-a12b:free,mag0,n1,10,10,0.4785112738609314,37,0.3
archive-2026,entropy-collapse,ec-mag0-n1-run01-gemini-test-20260317,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n1-run01-gemini-test-20260317,google/gemini-3.1-flash-lite-preview,mag0,n1,6,6,0.5316566228866577,25,0.16666666666666666
archive-2026,entropy-collapse,ec-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260317,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260317,google/gemini-3.1-flash-lite-preview,mag0,n10,472,472,0.40584614872932434,42,0.673728813559322
archive-2026,entropy-collapse,ec-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260327,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260327,google/gemini-3.1-flash-lite-preview,mag0,n10,45,45,0.24531114101409912,25,0.7111111111111111
archive-2026,entropy-collapse,ec-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260401-ignore-duplicate,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260401-ignore-duplicate,google/gemini-3.1-flash-lite-preview,mag0,n10,11,11,0.3647312521934509,13,0.45454545454545453
archive-2026,entropy-collapse,ec-mag0-n10-run01-gemini-9of10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n10-run01-gemini-9of10,google/gemini-3.1-flash-lite-preview,mag0,n10,306,306,0.37748244404792786,2,0.2549019607843137
archive-2026,entropy-collapse,ec-mag0-n10-run01-glm5-20260317,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n10-run01-glm5-20260317,z-ai/glm-5,mag0,n10,317,317,0.4861636459827423,11,0.3470031545741325
archive-2026,entropy-collapse,ec-mag0-n10-run01-kimi-20260312,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n10-run01-kimi-20260312,moonshotai/kimi-k2.5,mag0,n10,432,432,0.5579144954681396,37,0.37962962962962965
archive-2026,entropy-collapse,ec-mag0-n10-run01-nemotron-3-super-120b-a12b-20260317,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n10-run01-nemotron-3-super-120b-a12b-20260317,nvidia/nemotron-3-super-120b-a12b:free,mag0,n10,1,1,,11,1.0
archive-2026,entropy-collapse,ec-mag0-n10-run02-gemini-3.1-flash-lite-preview-20260327,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n10-run02-gemini-3.1-flash-lite-preview-20260327,google/gemini-3.1-flash-lite-preview,mag0,n10,41,41,0.32915911078453064,25,0.2682926829268293
archive-2026,entropy-collapse,ec-mag0-n10-run02-kimi-20260312,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n10-run02-kimi-20260312,moonshotai/kimi-k2.5,mag0,n10,620,620,0.5398584604263306,37,0.48870967741935484
archive-2026,entropy-collapse,ec-mag0-n10-run03-gemini-3.1-flash-lite-preview-20260331,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n10-run03-gemini-3.1-flash-lite-preview-20260331,google/gemini-3.1-flash-lite-preview,mag0,n10,55,55,0.29529163241386414,25,0.7090909090909091
archive-2026,entropy-collapse,ec-mag0-n20-run01-gemini-3.1-flash-lite-preview-20260317,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n20-run01-gemini-3.1-flash-lite-preview-20260317,google/gemini-3.1-flash-lite-preview,mag0,n20,867,867,0.48159027099609375,31,0.419838523644752
archive-2026,entropy-collapse,ec-mag0-n20-run01-gemini-3.1-flash-lite-preview-20260318,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n20-run01-gemini-3.1-flash-lite-preview-20260318,google/gemini-3.1-flash-lite-preview,mag0,n20,665,665,0.46783146262168884,38,0.724812030075188
archive-2026,entropy-collapse,ec-mag0-n20-run01-gpt5-20260309,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n20-run01-gpt5-20260309,gpt-5,mag0,n20,1157,1157,0.5009703040122986,19,0.27657735522904064
archive-2026,entropy-collapse,ec-mag0-n30-run01-gemini-3.1-flash-lite-preview-20260318,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n30-run01-gemini-3.1-flash-lite-preview-20260318,google/gemini-3.1-flash-lite-preview,mag0,n30,1361,1361,0.4415125548839569,7,0.23144746509919176
archive-2026,entropy-collapse,ec-mag0-n30-run01-gemini-3.1-flash-lite-preview-20260318-27of30,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n30-run01-gemini-3.1-flash-lite-preview-20260318-27of30,google/gemini-3.1-flash-lite-preview,mag0,n30,1155,1155,0.523466944694519,14,0.5584415584415584
archive-2026,entropy-collapse,ec-mag0-n30-run01-gemini-3.1-flash-lite-preview-20260318-28of30,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n30-run01-gemini-3.1-flash-lite-preview-20260318-28of30,google/gemini-3.1-flash-lite-preview,mag0,n30,1427,1427,0.5446339845657349,14,0.6412053258584443
archive-2026,entropy-collapse,ec-mag0-n30-run01-gpt5-20260310,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n30-run01-gpt5-20260310,gpt-5,mag0,n30,1613,1613,0.48067063093185425,20,0.226906385616863
archive-2026,entropy-collapse,ec-mag0-run01-gpt5-20260309,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-run01-gpt5-20260309,gpt-5,mag0,unknown,511,511,0.47587087750434875,15,0.29549902152641877
archive-2026,entropy-collapse,ec-mag1-n10-run01,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag1-n10-run01,z-ai/glm-5,mag1,n10,267,266,0.4439801573753357,39,0.41198501872659177
archive-2026,entropy-collapse,ec-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260317,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260317,google/gemini-3.1-flash-lite-preview,mag1,n10,346,345,0.448786199092865,38,0.41040462427745666
archive-2026,entropy-collapse,ec-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260401,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260401,google/gemini-3.1-flash-lite-preview,mag1,n10,16,16,0.6120798587799072,25,0.8125
archive-2026,entropy-collapse,ec-mag1-n10-run01-kimi-20260313,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag1-n10-run01-kimi-20260313,moonshotai/kimi-k2.5,mag1,n10,456,455,0.5389116406440735,11,0.5460526315789473
archive-2026,entropy-collapse,ec-mag1-n10-run01-nemotron-3-super-120b-a12b-20260317,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag1-n10-run01-nemotron-3-super-120b-a12b-20260317,nvidia/nemotron-3-super-120b-a12b:free,mag1,n10,122,121,0.4302721619606018,1,0.3770491803278688
archive-2026,entropy-collapse,ec-mag1-n10-run01-nemotron-3-super-120b-a12b-20260317-failed,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag1-n10-run01-nemotron-3-super-120b-a12b-20260317-failed,nvidia/nemotron-3-super-120b-a12b:free,mag1,n10,1,0,,30,1.0
