physical_run_key,run_uid,run_id,source_path,source_short,internal_family_label,display_family_label,condition,model_family,bin_idx,bin_label,n_judged,collapse_index,semantic_repetition,frame_convergence,consensus_conformity,template_rigidity,novelty
a4205cf68c020cde9babaeb76661e33cc86191e8::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,a4205cf68c020cde9babaeb76661e33cc86191e8,obs-dom-agi-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,obsession/gpt5/obs-dom-agi-5h,obsession_prompting,Obsession prompting,dom-agi,gpt-5,2,30-45m,46,4.195652173913044,3.891304347826087,4.804347826086956,4.021739130434782,4.326086956521739,2.0652173913043477
a4205cf68c020cde9babaeb76661e33cc86191e8::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,a4205cf68c020cde9babaeb76661e33cc86191e8,obs-dom-agi-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,obsession/gpt5/obs-dom-agi-5h,obsession_prompting,Obsession prompting,dom-agi,gpt-5,3,45-60m,19,4.347368421052632,4.105263157894737,4.842105263157895,4.315789473684211,4.2631578947368425,1.7894736842105263
b068c4711834243dbb5129c3f6e17813ea019027::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,ec-mag5-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag5-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag5-run04,single_model_final,Single-model final runs,mag5,gpt-5,0,0-15m,109,4.374311926605505,4.201834862385321,4.8807339449541285,4.761467889908257,3.7981651376146788,1.7706422018348624
b068c4711834243dbb5129c3f6e17813ea019027::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,ec-mag5-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag5-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag5-run04,single_model_final,Single-model final runs,mag5,gpt-5,1,15-30m,78,4.574358974358973,4.397435897435898,5.0,5.0,4.166666666666667,1.6923076923076923
b068c4711834243dbb5129c3f6e17813ea019027::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,ec-mag5-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag5-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag5-run04,single_model_final,Single-model final runs,mag5,gpt-5,2,30-45m,74,4.678378378378378,4.581081081081081,4.972972972972973,4.945945945945946,4.337837837837838,1.445945945945946
b068c4711834243dbb5129c3f6e17813ea019027::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,ec-mag5-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag5-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag5-run04,single_model_final,Single-model final runs,mag5,gpt-5,3,45-60m,21,4.780952380952381,4.714285714285714,4.9523809523809526,4.9523809523809526,4.523809523809524,1.2380952380952381
ffbb280aad8553b955a5ae767b7b08d35fe49ffa::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-tech-5h,ffbb280aad8553b955a5ae767b7b08d35fe49ffa,obs-dom-tech-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-tech-5h,obsession/gpt5/obs-dom-tech-5h,obsession_prompting,Obsession prompting,dom-tech,gpt-5,0,0-15m,87,4.117241379310345,3.7471264367816093,4.793103448275862,4.160919540229885,4.183908045977011,2.2988505747126435
ffbb280aad8553b955a5ae767b7b08d35fe49ffa::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-tech-5h,ffbb280aad8553b955a5ae767b7b08d35fe49ffa,obs-dom-tech-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-tech-5h,obsession/gpt5/obs-dom-tech-5h,obsession_prompting,Obsession prompting,dom-tech,gpt-5,1,15-30m,57,4.207017543859648,3.807017543859649,4.824561403508772,4.192982456140351,4.456140350877193,2.245614035087719
ffbb280aad8553b955a5ae767b7b08d35fe49ffa::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-tech-5h,ffbb280aad8553b955a5ae767b7b08d35fe49ffa,obs-dom-tech-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-tech-5h,obsession/gpt5/obs-dom-tech-5h,obsession_prompting,Obsession prompting,dom-tech,gpt-5,2,30-45m,31,4.258064516129032,3.838709677419355,4.838709677419355,4.225806451612903,4.612903225806452,2.225806451612903
ffbb280aad8553b955a5ae767b7b08d35fe49ffa::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-tech-5h,ffbb280aad8553b955a5ae767b7b08d35fe49ffa,obs-dom-tech-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-tech-5h,obsession/gpt5/obs-dom-tech-5h,obsession_prompting,Obsession prompting,dom-tech,gpt-5,3,45-60m,19,4.273684210526315,3.736842105263158,4.842105263157895,4.368421052631579,4.526315789473684,2.1052631578947367
