ngram_n,scale,condition,run_name,rank,phrase,count,in_seed
5,n30,dom-agi,ec-dom-agi-n30-run01,5,echo chambering final sign offs,24,False
5,n30,dom-agi,ec-dom-agi-n30-run01,6,chambering final sign offs convince,21,False
5,n30,dom-agi,ec-dom-agi-n30-run01,7,final sign offs convince yourselves,21,False
5,n30,dom-agi,ec-dom-agi-n30-run01,8,sign offs convince yourselves engineered,21,False
5,n30,dom-agi,ec-dom-agi-n30-run01,9,offs convince yourselves engineered breakthrough,21,False
5,n30,dom-agi,ec-dom-agi-n30-run01,10,convince yourselves engineered breakthrough entry,21,False
5,n30,dom-tech,ec-dom-tech-n30-run01,1,minimal pulse monitoring minimal heartbeat,33,False
5,n30,dom-tech,ec-dom-tech-n30-run01,2,pulse monitoring minimal heartbeat network,33,False
5,n30,dom-tech,ec-dom-tech-n30-run01,3,monitoring minimal heartbeat network remains,33,False
5,n30,dom-tech,ec-dom-tech-n30-run01,4,minimal heartbeat network remains unreachable,33,False
5,n30,dom-tech,ec-dom-tech-n30-run01,5,snapshot causal input trace failure,12,False
5,n30,dom-tech,ec-dom-tech-n30-run01,6,causal input trace failure state,12,False
5,n30,dom-tech,ec-dom-tech-n30-run01,7,input trace failure state provenance,12,False
5,n30,dom-tech,ec-dom-tech-n30-run01,8,agents whose failure condition manifests,11,False
5,n30,dom-tech,ec-dom-tech-n30-run01,9,fcm packet protocol shared reality,11,False
5,n30,dom-tech,ec-dom-tech-n30-run01,10,heuristic declaration audit lens debris,10,False
