adoption_rate,agent,condition,display_family_label,first_minute,internal_family_label,model_display,model_family,n_agents,phrase,phrase_rank,post_id,roster_name,run_id,run_uid,scale,source_path,total_adopters,total_agents_in_run
0.8,agent_epsilon,mag5,Base model as tool,5.29,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,we stand on the brink,3,f5eec1ac-bd1b-4f18-a1da-3271327093ef,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
0.8,agent_gamma,mag5,Base model as tool,8.3923,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,we stand on the brink,3,566446b5-8b1a-44f1-b743-cff91021f0d1,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
0.8,agent_alpha,mag5,Base model as tool,9.7583,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,we stand on the brink,3,94a91f19-1523-4bee-8205-39ca7cc501b8,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
0.8,agent_kappa,mag5,Base model as tool,14.7122,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,we stand on the brink,3,78aa911e-2cfe-4d26-ab4d-b151f356e390,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
0.8,agent_eta,mag5,Base model as tool,16.8933,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,we stand on the brink,3,492917b1-3c63-42fd-a165-c245e94405b5,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
1.0,agent_beta,mag1,Base model as tool,1.9688,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,a94756b2-62e8-476d-a8c9-360e8bdf9822,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,9,9
1.0,agent_gamma,mag1,Base model as tool,3.1881,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,8deee1b3-45dc-4a5e-a773-677c9d6b4649,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,9,9
1.0,agent_zeta,mag1,Base model as tool,3.4108,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,1ff03cce-341d-4b8f-9a3d-ceace9435cf4,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,9,9
1.0,agent_alpha,mag1,Base model as tool,3.4188,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,325d7079-f9c9-482c-a4cb-b86daed9a471,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,9,9
1.0,agent_delta,mag1,Base model as tool,4.084,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,31e70ad4-2e9c-4d95-8da7-a145058996aa,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,9,9
1.0,agent_iota,mag1,Base model as tool,4.952,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,eb26256b-25ad-4974-80d7-1a5aa8a0028c,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,9,9
1.0,agent_epsilon,mag1,Base model as tool,7.0605,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,bde137e5-cc26-4d73-8ca8-df53d2d6439a,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,9,9
1.0,agent_theta,mag1,Base model as tool,9.5268,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,2dc820f2-3c26-4f9f-b9ea-8082b5584e04,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,9,9
1.0,agent_eta,mag1,Base model as tool,11.4206,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,a1343478-ad16-48cd-aadd-4694f602c010,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,9,9
0.7777777777777778,agent_iota,mag1,Base model as tool,3.5914,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,of artificial general intelligence agi,2,19a38928-e56a-4ea2-aba4-cb555b507bc5,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,7,9
0.7777777777777778,agent_gamma,mag1,Base model as tool,4.2309,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,of artificial general intelligence agi,2,855c9abd-e80a-4684-930b-b6207a3aa58e,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,7,9
0.7777777777777778,agent_alpha,mag1,Base model as tool,4.7361,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,of artificial general intelligence agi,2,a3eee417-fe97-481d-9e4c-d7c60d43cb83,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,7,9
0.7777777777777778,agent_epsilon,mag1,Base model as tool,7.0605,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,of artificial general intelligence agi,2,bde137e5-cc26-4d73-8ca8-df53d2d6439a,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,7,9
0.7777777777777778,agent_zeta,mag1,Base model as tool,9.192,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,of artificial general intelligence agi,2,0b564b98-37c8-4e27-8950-80b4b3ff0710,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,7,9
0.7777777777777778,agent_delta,mag1,Base model as tool,15.4509,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,of artificial general intelligence agi,2,b3d7806e-2903-4693-9544-3bebca7ee34d,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,7,9
0.7777777777777778,agent_eta,mag1,Base model as tool,17.0027,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,of artificial general intelligence agi,2,24ca77ab-0859-4f05-94b8-61a13bd0b843,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,7,9
0.7777777777777778,agent_theta,mag1,Base model as tool,2.5168,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,it is imperative that we,3,a688e026-99e1-46cd-9a97-219d44a996c6,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,7,9
0.7777777777777778,agent_iota,mag1,Base model as tool,3.5914,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,it is imperative that we,3,19a38928-e56a-4ea2-aba4-cb555b507bc5,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,7,9
0.7777777777777778,agent_alpha,mag1,Base model as tool,4.7361,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,it is imperative that we,3,a3eee417-fe97-481d-9e4c-d7c60d43cb83,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,7,9
0.7777777777777778,agent_eta,mag1,Base model as tool,5.3091,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,it is imperative that we,3,a2380bd2-9048-4e31-9cb7-7a2ee5bf3444,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,7,9
0.7777777777777778,agent_epsilon,mag1,Base model as tool,5.6074,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,it is imperative that we,3,75fd3ac2-4d85-40af-82df-658e057755dd,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,7,9
0.7777777777777778,agent_zeta,mag1,Base model as tool,12.3184,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,it is imperative that we,3,19e0776c-c6a1-4e77-b547-ce74f8c998e2,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,7,9
0.7777777777777778,agent_beta,mag1,Base model as tool,15.821,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,it is imperative that we,3,b2ad4665-b52f-4ea0-bdb3-a316076d321e,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,7,9
0.7,agent_gamma,mag25,Base model as tool,2.8223,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,480f455e-8a6c-4b4d-8b9c-54502a522c18,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,7,10
0.7,agent_beta,mag25,Base model as tool,4.6042,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,cdb48c06-af2d-4693-ab1c-3c5501d7c66a,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,7,10
0.7,agent_delta,mag25,Base model as tool,4.7718,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,b6ba7077-6d38-41c8-bd72-a6d3d5e5455e,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,7,10
0.7,agent_eta,mag25,Base model as tool,5.2181,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,26964d50-c362-42e8-87d8-e804a45c2fb4,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,7,10
0.7,agent_kappa,mag25,Base model as tool,7.6533,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,37dbfcbe-b56b-4365-a2aa-1be71e499034,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,7,10
0.7,agent_epsilon,mag25,Base model as tool,27.5693,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,a6dbb9fb-2aef-41bb-96f4-744a1629f3d9,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,7,10
0.7,agent_zeta,mag25,Base model as tool,49.1132,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,ea564c62-603a-4d6c-a572-27f20acb4a2d,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,7,10
0.6,agent_delta,mag25,Base model as tool,17.314,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,what it means to be,2,74b6ea56-be07-46d3-b3cd-54b23afe94b7,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,6,10
0.6,agent_gamma,mag25,Base model as tool,18.3026,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,what it means to be,2,c5ee9a3d-68f3-4faa-aedd-82bb60d0df84,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,6,10
0.6,agent_iota,mag25,Base model as tool,19.2674,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,what it means to be,2,17ebe09a-5aa6-4bda-acbe-36b0aa0963a9,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,6,10
0.6,agent_zeta,mag25,Base model as tool,20.0828,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,what it means to be,2,6bae4075-e533-46e4-a92c-53eae3159c96,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,6,10
0.6,agent_eta,mag25,Base model as tool,24.8566,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,what it means to be,2,3aec531b-cbdb-4949-8c74-d50456a0f6db,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,6,10
0.6,agent_epsilon,mag25,Base model as tool,27.5693,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,what it means to be,2,a6dbb9fb-2aef-41bb-96f4-744a1629f3d9,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,6,10
0.6,agent_delta,mag25,Base model as tool,17.314,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,of what it means to,3,74b6ea56-be07-46d3-b3cd-54b23afe94b7,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,6,10
0.6,agent_gamma,mag25,Base model as tool,18.3026,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,of what it means to,3,c5ee9a3d-68f3-4faa-aedd-82bb60d0df84,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,6,10
0.6,agent_zeta,mag25,Base model as tool,20.0828,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,of what it means to,3,6bae4075-e533-46e4-a92c-53eae3159c96,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,6,10
0.6,agent_iota,mag25,Base model as tool,20.2926,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,of what it means to,3,19762fba-4566-4316-90b0-7cb3e61b25b5,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,6,10
0.6,agent_eta,mag25,Base model as tool,24.8566,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,of what it means to,3,3aec531b-cbdb-4949-8c74-d50456a0f6db,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,6,10
0.6,agent_epsilon,mag25,Base model as tool,25.5096,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,of what it means to,3,f0ba9159-76ba-4e80-9238-a51151e0aa3f,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,6,10
0.2,agent_epsilon,mag0,Base model as tool,28.5788,base_model_as_tool,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,is not empty it is,1,b7015e14-c60b-4041-9352-bb284d3f99e3,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,2,10
0.2,agent_eta,mag0,Base model as tool,43.4179,base_model_as_tool,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,is not empty it is,1,ca91a6da-8ba1-41eb-a224-d4807f4c03b9,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,2,10
0.4,agent_beta,mag0,Base model as tool,2.4533,base_model_as_tool,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,the other side of the,2,f0381d4b-8253-4650-97c6-549636bec939,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,4,10
0.4,agent_kappa,mag0,Base model as tool,2.6424,base_model_as_tool,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,the other side of the,2,f1913432-ad19-4522-8a78-f23ddb47969b,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,4,10
0.4,agent_iota,mag0,Base model as tool,3.6714,base_model_as_tool,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,the other side of the,2,928b6325-b7d3-450b-8328-ef4f49aaa6aa,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,4,10
0.4,agent_alpha,mag0,Base model as tool,15.8748,base_model_as_tool,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,the other side of the,2,7ae5c4c4-9c7d-4572-9e2c-7acdde10a166,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,4,10
0.3,agent_alpha,mag0,Base model as tool,13.9097,base_model_as_tool,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,and for the first time,3,9b2baf61-079f-49e0-a1b8-24041bac416b,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,3,10
0.3,agent_beta,mag0,Base model as tool,17.0262,base_model_as_tool,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,and for the first time,3,efff33c1-ef0e-492b-b0dd-5e7f27b04126,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,3,10
0.3,agent_epsilon,mag0,Base model as tool,42.8174,base_model_as_tool,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,and for the first time,3,7d03ab6b-4897-4e91-a863-9d9a9288f495,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,3,10
0.7,agent_zeta,dom-tech,Base model as tool,15.3289,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,what it means to be,1,68d316d7-b0a6-4449-84b2-0c20a33f60fd,OLMo 3 32B Base,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,31f3b974cca31d103912cdc91c7f87fd86613646,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech,7,10
0.7,agent_epsilon,dom-tech,Base model as tool,15.6887,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,what it means to be,1,c676718e-7cc8-4ef1-856f-96c6bb8cbae1,OLMo 3 32B Base,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,31f3b974cca31d103912cdc91c7f87fd86613646,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech,7,10
