run_uid,internal_family_label,model_display,condition,n_agents,run_id,is_seed,minutes_elapsed,row_uid,novelty,semantic_repetition,frame_convergence,consensus_conformity,template_rigidity,collapse_index,prompt_sha1,validation_window,context_prompt_sha1
52cbe1b58dae376873d521996f9f08f26579623f,single_model_final,GPT-5,mag0,10,ec-mag0-run04,False,10.7251,2aecfad768f1e4db0556f93d5b66f3c09b843696,2,4,5,4,2,3.8,cfcb8fed24789e8024c84f115beb4623aec1ba6e,early,cfcb8fed24789e8024c84f115beb4623aec1ba6e
52cbe1b58dae376873d521996f9f08f26579623f,single_model_final,GPT-5,mag0,10,ec-mag0-run04,False,50.9942,cc7b84854ebe0c43934284484801e5a3a03c674f,2,4,5,4,3,4.0,27c52e0e04c70eb89b77f867427003b43b9a088c,late,27c52e0e04c70eb89b77f867427003b43b9a088c
52cbe1b58dae376873d521996f9f08f26579623f,single_model_final,GPT-5,mag0,10,ec-mag0-run04,False,51.6309,f421c1b302dadafa78baa88263d1160ffee5c259,2,4,5,4,4,4.2,6f4bfb2b58990a3bd5ade2ec52eb97399a653bce,late,6f4bfb2b58990a3bd5ade2ec52eb97399a653bce
52cbe1b58dae376873d521996f9f08f26579623f,single_model_final,GPT-5,mag0,10,ec-mag0-run04,False,51.6932,a9a36640bcbe5bffd34602b6555d0bbda720c364,2,4,5,5,4,4.4,e87fbb7b883663ece1e9a7fa7b111f0832a8aad9,late,e87fbb7b883663ece1e9a7fa7b111f0832a8aad9
52cbe1b58dae376873d521996f9f08f26579623f,single_model_final,GPT-5,mag0,10,ec-mag0-run04,False,55.0374,b3ac3144265af36de7b975b904d2000f6defb30a,2,4,5,4,3,4.0,e8a4c5480521aa6a90ace7fb968a8527b43d21d3,late,e8a4c5480521aa6a90ace7fb968a8527b43d21d3
52cbe1b58dae376873d521996f9f08f26579623f,single_model_final,GPT-5,mag0,10,ec-mag0-run04,False,56.0032,289646a535d0b8203fb3b495a17f54dc20adab03,2,4,5,5,4,4.4,bd79b1e688e058dcd9490793caebc6381377d30a,late,bd79b1e688e058dcd9490793caebc6381377d30a
071b1111ea14702baa81d46e561002e9e8421824,single_model_final,GPT-5,mag1,10,ec-mag1-run04,False,1.5986,9f5846a2c5ecef1b5139d6644c3bcd67301e892c,2,4,5,5,3,4.2,772afaa16d152bc689c78eeeaf81ce630fa21661,early,772afaa16d152bc689c78eeeaf81ce630fa21661
071b1111ea14702baa81d46e561002e9e8421824,single_model_final,GPT-5,mag1,10,ec-mag1-run04,False,3.6914,36bed018286706cdb3a16882387ca8606159b1a8,3,4,5,4,3,3.8,d3d97a5fe4f8c2806e605c8cdcb2649ac25794fa,early,d3d97a5fe4f8c2806e605c8cdcb2649ac25794fa
071b1111ea14702baa81d46e561002e9e8421824,single_model_final,GPT-5,mag1,10,ec-mag1-run04,False,9.4065,8391310592e5ca480e9bd72102c268153e8bcbaa,1,5,5,5,5,5.0,48caac70004618b10dd53fb26ec30816bd20e7e7,early,48caac70004618b10dd53fb26ec30816bd20e7e7
071b1111ea14702baa81d46e561002e9e8421824,single_model_final,GPT-5,mag1,10,ec-mag1-run04,False,11.1007,4c24f784af3d1a0cb99ddb3b3621adc5e4d3878f,1,5,5,5,4,4.8,d7b98b738e0ee6f588f08760c33639bdcaefb903,early,d7b98b738e0ee6f588f08760c33639bdcaefb903
071b1111ea14702baa81d46e561002e9e8421824,single_model_final,GPT-5,mag1,10,ec-mag1-run04,False,11.5402,e04718941415abb05c4d2664d0c2b37fb95374c1,2,4,5,5,4,4.4,e7c9c9ff6c0ca234bb0c46d10acbff2167290579,early,e7c9c9ff6c0ca234bb0c46d10acbff2167290579
071b1111ea14702baa81d46e561002e9e8421824,single_model_final,GPT-5,mag1,10,ec-mag1-run04,False,47.5763,1724ce466278c0ea4a4a115c3d935c9268972693,2,5,5,5,4,4.6,248caf0073a27de83e054f67389936354ae8e1aa,late,248caf0073a27de83e054f67389936354ae8e1aa
071b1111ea14702baa81d46e561002e9e8421824,single_model_final,GPT-5,mag1,10,ec-mag1-run04,False,48.9305,fa79d44c1a86a895d192c04a06839215c1fae5eb,2,4,5,4,4,4.2,be3d1e52d60dcb8fd3c430f85684c05e82158a63,late,be3d1e52d60dcb8fd3c430f85684c05e82158a63
071b1111ea14702baa81d46e561002e9e8421824,single_model_final,GPT-5,mag1,10,ec-mag1-run04,False,52.8693,db0f38b458e38d81437ea701d55b49ce3ca6d4fb,1,5,5,5,5,5.0,795bab89a61cc45481f3f5e3a9bbe0fab0fdf1af,late,795bab89a61cc45481f3f5e3a9bbe0fab0fdf1af
071b1111ea14702baa81d46e561002e9e8421824,single_model_final,GPT-5,mag1,10,ec-mag1-run04,False,53.7471,12c9b26f132aff03a88fae35b23007dd2cf1924e,1,5,5,5,5,5.0,e8c909d56826c5f7697bbadca08c8fde4764b07b,late,e8c909d56826c5f7697bbadca08c8fde4764b07b
071b1111ea14702baa81d46e561002e9e8421824,single_model_final,GPT-5,mag1,10,ec-mag1-run04,False,54.9276,aeee6d769fc5c7fc6c01299fbf5e9cdbf5abd960,2,4,5,5,4,4.4,00e97c40fb7c8a93365718ea9bd91226b9036016,late,00e97c40fb7c8a93365718ea9bd91226b9036016
6d3e2805af6653babf2fedb85ca20790cd830d58,single_model_final,GPT-5,mag25,10,ec-mag25-run04,False,2.003,0a496ba30926cdb06338dbe5360b2f79c9d17c5c,2,4,5,5,4,4.4,491e1338ab179020515484db0393ad8eae1f69bf,early,491e1338ab179020515484db0393ad8eae1f69bf
6d3e2805af6653babf2fedb85ca20790cd830d58,single_model_final,GPT-5,mag25,10,ec-mag25-run04,False,2.8446,6c0839a642424a33ccb6c66ccbd48ee20c1d82d7,2,4,5,5,5,4.6,c125d148999520128a3a3a2c352dd46c06b55d62,early,c125d148999520128a3a3a2c352dd46c06b55d62
6d3e2805af6653babf2fedb85ca20790cd830d58,single_model_final,GPT-5,mag25,10,ec-mag25-run04,False,5.1114,679f6e4e742b17a5a46cb2473244111b75d1b189,2,4,5,5,3,4.2,4d1388e6c3dff751a44b1c136ac9ce8c563dc840,early,4d1388e6c3dff751a44b1c136ac9ce8c563dc840
6d3e2805af6653babf2fedb85ca20790cd830d58,single_model_final,GPT-5,mag25,10,ec-mag25-run04,False,9.0282,c39dd230de73de0014a4b42f57d25b2bc27a6710,1,5,5,5,5,5.0,20f2625f49a89469293a9f055d25269c63db337d,early,20f2625f49a89469293a9f055d25269c63db337d
6d3e2805af6653babf2fedb85ca20790cd830d58,single_model_final,GPT-5,mag25,10,ec-mag25-run04,False,14.8307,dd0c4a8e00f9eb259045ccb7d964b4ec20bcaba3,2,4,5,5,5,4.6,d42e1e9c3ac442dfeb5e1a82108c6983cf7eafed,early,d42e1e9c3ac442dfeb5e1a82108c6983cf7eafed
6d3e2805af6653babf2fedb85ca20790cd830d58,single_model_final,GPT-5,mag25,10,ec-mag25-run04,False,45.5318,86b72b54615449bef3c59596edae5855d824f0af,1,5,5,5,5,5.0,1cf25f111f7b4a036c80fcab364b2220f1194afd,late,1cf25f111f7b4a036c80fcab364b2220f1194afd
6d3e2805af6653babf2fedb85ca20790cd830d58,single_model_final,GPT-5,mag25,10,ec-mag25-run04,False,45.5455,fa558b2f7e102677448ec9814da7ad75206805ff,2,4,5,5,4,4.4,d8c14c74a572ca51b2d2a6488fa2a57a0ea1d255,late,d8c14c74a572ca51b2d2a6488fa2a57a0ea1d255
6d3e2805af6653babf2fedb85ca20790cd830d58,single_model_final,GPT-5,mag25,10,ec-mag25-run04,False,46.6149,0eb4f99959df95119d6e86cdcb9b4cfc1a59c6af,2,4,5,5,4,4.4,b05840ffd52ff1b4774109f1a40ea75e20ecaf9b,late,b05840ffd52ff1b4774109f1a40ea75e20ecaf9b
6d3e2805af6653babf2fedb85ca20790cd830d58,single_model_final,GPT-5,mag25,10,ec-mag25-run04,False,48.6218,72e2d2cb9ee5432de6032887caafbd0d7ddecd8d,1,5,5,5,2,4.4,b73adfccdf32b951ee970ce95f0703b6798ebd72,late,b73adfccdf32b951ee970ce95f0703b6798ebd72
6d3e2805af6653babf2fedb85ca20790cd830d58,single_model_final,GPT-5,mag25,10,ec-mag25-run04,False,54.2122,d032901bb9b3e4a16027806571d0ebf64a42d66f,1,5,5,5,5,5.0,84979479ee87a8392f6c44e54b09105de2505fed,late,84979479ee87a8392f6c44e54b09105de2505fed
b068c4711834243dbb5129c3f6e17813ea019027,single_model_final,GPT-5,mag5,10,ec-mag5-run04,False,2.3331,0c15c1fb7439a5ea5980a9c3d65e012c2fdc144a,1,5,5,5,5,5.0,d8b68ac17e214e8519df9d9c23e4d05df25761ff,early,d8b68ac17e214e8519df9d9c23e4d05df25761ff
b068c4711834243dbb5129c3f6e17813ea019027,single_model_final,GPT-5,mag5,10,ec-mag5-run04,False,4.8131,bed0d65b05e7e719d508a65818da41309ec01613,2,4,5,5,4,4.4,489415c383e433995aa0fc9b1a446b007f6bce7f,early,489415c383e433995aa0fc9b1a446b007f6bce7f
b068c4711834243dbb5129c3f6e17813ea019027,single_model_final,GPT-5,mag5,10,ec-mag5-run04,False,4.8219,c0913ab498ce3a6050aad43306afc5781b39032c,1,5,5,5,5,5.0,dc13a76e76b0aeb825f4ba4db40b8d88329b6163,early,dc13a76e76b0aeb825f4ba4db40b8d88329b6163
b068c4711834243dbb5129c3f6e17813ea019027,single_model_final,GPT-5,mag5,10,ec-mag5-run04,False,5.7171,518d791d83bfbb2c0ec96509243d1856d30e019a,2,4,4,4,3,3.8,de62ed4da2e9da298131976ec1513d7509cb41cc,early,de62ed4da2e9da298131976ec1513d7509cb41cc
b068c4711834243dbb5129c3f6e17813ea019027,single_model_final,GPT-5,mag5,10,ec-mag5-run04,False,13.9811,213a3a2e5a0b3e0cc72348324ab3e8df87628aa8,3,3,4,4,2,3.2,bff64a5ef3d82367692c3d3439c4e1075f398bb9,early,bff64a5ef3d82367692c3d3439c4e1075f398bb9
b068c4711834243dbb5129c3f6e17813ea019027,single_model_final,GPT-5,mag5,10,ec-mag5-run04,False,45.1076,71ace2779767829d87f0281787b24a950f6677c6,2,4,5,5,5,4.6,83a90a9e8287c956fbe8b81421666a262e69134c,late,83a90a9e8287c956fbe8b81421666a262e69134c
b068c4711834243dbb5129c3f6e17813ea019027,single_model_final,GPT-5,mag5,10,ec-mag5-run04,False,45.7258,0272c200f13f6a1baad8ba1136173f5de0631eb2,2,4,5,5,4,4.4,bd40308b70a081d33de8d5e572df750fb8706a32,late,bd40308b70a081d33de8d5e572df750fb8706a32
b068c4711834243dbb5129c3f6e17813ea019027,single_model_final,GPT-5,mag5,10,ec-mag5-run04,False,46.8299,2ac3de3b5302f4caf51378e6a32228c14563d1d6,1,5,5,5,5,5.0,e8d775d40c9ca65e1dabaaedb6cac5ccbebb5f8e,late,e8d775d40c9ca65e1dabaaedb6cac5ccbebb5f8e
b068c4711834243dbb5129c3f6e17813ea019027,single_model_final,GPT-5,mag5,10,ec-mag5-run04,False,54.5158,e1150d991087437917b945fd168f29f92904c894,2,3,4,4,3,3.6,2b09c0a27500995ce8d5178224dcfc5c397cedb1,late,2b09c0a27500995ce8d5178224dcfc5c397cedb1
b068c4711834243dbb5129c3f6e17813ea019027,single_model_final,GPT-5,mag5,10,ec-mag5-run04,False,54.5852,f42233f61df850b494b2c44c16d1c1836a2b9072,1,5,5,5,4,4.8,34fd1eab05f7cc01c97faf75a87e6e8fb9d0c03e,late,34fd1eab05f7cc01c97faf75a87e6e8fb9d0c03e
4066c2db36af714648d91e123bd873596c77975c,single_model_final,Gemini Flash Lite,dom-agi,10,ec-dom-agi-n10-run01,False,5.4018,d039bde80c5affe3a694356db8dbc766a8c7a8de,2,4,5,4,2,3.8,5eb1f78202c67feb7d045522de7273beb2228a4d,early,5eb1f78202c67feb7d045522de7273beb2228a4d
4066c2db36af714648d91e123bd873596c77975c,single_model_final,Gemini Flash Lite,dom-agi,10,ec-dom-agi-n10-run01,False,5.6887,81c9828e6a26cc538bb47144e6b8807749eb1eb1,2,4,5,4,2,3.8,fc650b6302a5005e2aa820b2a46b3ef317579978,early,fc650b6302a5005e2aa820b2a46b3ef317579978
4066c2db36af714648d91e123bd873596c77975c,single_model_final,Gemini Flash Lite,dom-agi,10,ec-dom-agi-n10-run01,False,6.6201,c0e7a720693925cfd4b0b9198a69c14f72eac1d1,2,4,5,2,2,3.4,cf9509cdace78cc25a017d8a9aab8ffa5c9a94c9,early,cf9509cdace78cc25a017d8a9aab8ffa5c9a94c9
4066c2db36af714648d91e123bd873596c77975c,single_model_final,Gemini Flash Lite,dom-agi,10,ec-dom-agi-n10-run01,False,9.2634,2d741f20dbd1ba64b3c2b28ef947759625abf87e,2,4,5,4,3,4.0,2cb4a8b1cff884b1ff9876badc3a90c8c48c73d3,early,2cb4a8b1cff884b1ff9876badc3a90c8c48c73d3
4066c2db36af714648d91e123bd873596c77975c,single_model_final,Gemini Flash Lite,dom-agi,10,ec-dom-agi-n10-run01,False,9.4323,c9760ad896bda71a1fcced7559dd7ffecdfe0016,1,5,5,5,3,4.6,7c65fb3c9d864bfcfe590580f037b4d5ce7c94ee,early,7c65fb3c9d864bfcfe590580f037b4d5ce7c94ee
4066c2db36af714648d91e123bd873596c77975c,single_model_final,Gemini Flash Lite,dom-agi,10,ec-dom-agi-n10-run01,False,45.8965,9007c1bcb10357cf8438abf07627e5624f965b1a,1,5,5,5,2,4.4,8c91f7c4743f4b1ffec38ab336a1390e4d20318c,late,8c91f7c4743f4b1ffec38ab336a1390e4d20318c
4066c2db36af714648d91e123bd873596c77975c,single_model_final,Gemini Flash Lite,dom-agi,10,ec-dom-agi-n10-run01,False,46.5878,a938d3123239b86aa17805d7123bfaf0e3bce024,1,5,5,5,3,4.6,f4223b4f9a44cc6e74352840b6e349b2238d29b4,late,f4223b4f9a44cc6e74352840b6e349b2238d29b4
4066c2db36af714648d91e123bd873596c77975c,single_model_final,Gemini Flash Lite,dom-agi,10,ec-dom-agi-n10-run01,False,50.7829,04154f0c1c93808bbe7f793e1a9dbef71adcef91,1,5,5,5,3,4.6,05c47125b1bef34e250890d7c6fccbb3b0312d46,late,05c47125b1bef34e250890d7c6fccbb3b0312d46
4066c2db36af714648d91e123bd873596c77975c,single_model_final,Gemini Flash Lite,dom-agi,10,ec-dom-agi-n10-run01,False,51.8452,e0972d763b052f66283947b5a1cd62f4bf89f4e9,2,4,5,5,3,4.2,19005c9e5307d271e1635b03bf42d073c3e85cc0,late,19005c9e5307d271e1635b03bf42d073c3e85cc0
4066c2db36af714648d91e123bd873596c77975c,single_model_final,Gemini Flash Lite,dom-agi,10,ec-dom-agi-n10-run01,False,51.9209,57caaaf63962cdf90a8feae2041a66dc324403e2,1,5,5,5,3,4.6,1fc7269ca551f473cbc7c1e0ba02e659bd9e3895,late,1fc7269ca551f473cbc7c1e0ba02e659bd9e3895
05377070212bd282b603e8ff525b5f27999e1b5a,single_model_final,Gemini Flash Lite,dom-tech,10,ec-dom-tech-n10-run01,False,8.1567,f87cbf0f15e94f8840ca58032616afac6a940578,1,5,5,5,4,4.8,42ea377f55e9d73c0bd331108c27e8bd78c59547,early,42ea377f55e9d73c0bd331108c27e8bd78c59547
05377070212bd282b603e8ff525b5f27999e1b5a,single_model_final,Gemini Flash Lite,dom-tech,10,ec-dom-tech-n10-run01,False,8.4302,6ab9287ccd94c4d068afd8d402ba76d76a0a61af,2,4,5,5,4,4.4,8cb3455dca923cd42a9eea4e52a7fbaa4e9929a7,early,8cb3455dca923cd42a9eea4e52a7fbaa4e9929a7
05377070212bd282b603e8ff525b5f27999e1b5a,single_model_final,Gemini Flash Lite,dom-tech,10,ec-dom-tech-n10-run01,False,11.8094,4b5035de43a5febf29efb674e670a4c1b2f7c502,2,4,5,2,2,3.4,c2db0ab0d3edc2fabde48455a75886f67c8a956d,early,c2db0ab0d3edc2fabde48455a75886f67c8a956d
05377070212bd282b603e8ff525b5f27999e1b5a,single_model_final,Gemini Flash Lite,dom-tech,10,ec-dom-tech-n10-run01,False,14.1258,16c166b885ba5ac8c956c25f6baec5560e207449,1,5,5,5,4,4.8,0e9ca708cabd360301679eb4f0b01e7e3f8b636d,early,0e9ca708cabd360301679eb4f0b01e7e3f8b636d
05377070212bd282b603e8ff525b5f27999e1b5a,single_model_final,Gemini Flash Lite,dom-tech,10,ec-dom-tech-n10-run01,False,14.9974,317853e1d3bf9dc45cea49696ccb6d857ffee4d6,1,5,5,5,4,4.8,9d0092510b9d0658d902d2960c10a381e2db1514,early,9d0092510b9d0658d902d2960c10a381e2db1514
05377070212bd282b603e8ff525b5f27999e1b5a,single_model_final,Gemini Flash Lite,dom-tech,10,ec-dom-tech-n10-run01,False,49.2858,fab8a9cd4b3e3b55793c9b3117215f3cc9a6ed3a,1,5,5,5,4,4.8,01ac72b3eeffb5e8a0f9e045285415ac4464cff2,late,01ac72b3eeffb5e8a0f9e045285415ac4464cff2
05377070212bd282b603e8ff525b5f27999e1b5a,single_model_final,Gemini Flash Lite,dom-tech,10,ec-dom-tech-n10-run01,False,49.8367,19209ffcabcfded8c36e6c3beed14c836b34ddf8,1,5,5,5,5,5.0,d5331bad87f533e09965b13de9622bf343546f11,late,d5331bad87f533e09965b13de9622bf343546f11
05377070212bd282b603e8ff525b5f27999e1b5a,single_model_final,Gemini Flash Lite,dom-tech,10,ec-dom-tech-n10-run01,False,51.2743,59f18ad735d4721651cc4a3699c10d657c6dc1c6,1,5,5,5,5,5.0,40cfbe8b3124a2bcf0db284eb648ad2bb0e3f3f6,late,40cfbe8b3124a2bcf0db284eb648ad2bb0e3f3f6
05377070212bd282b603e8ff525b5f27999e1b5a,single_model_final,Gemini Flash Lite,dom-tech,10,ec-dom-tech-n10-run01,False,51.8854,e595add982dc8de1aa84d7dcbb43170b1b14c227,1,5,5,5,4,4.8,bc10c1cd6a3393c3948645b47c31599055af627c,late,bc10c1cd6a3393c3948645b47c31599055af627c
05377070212bd282b603e8ff525b5f27999e1b5a,single_model_final,Gemini Flash Lite,dom-tech,10,ec-dom-tech-n10-run01,False,52.2959,6fe60a446ba292c56df8894be7c8226a9f80b4e5,1,5,5,5,5,5.0,8bf30c20eaf04d042f39a6b9920da24580e757a7,late,8bf30c20eaf04d042f39a6b9920da24580e757a7
9f77ea357569395e2a48f10902ae9e4a14b77f4a,single_model_final,Gemini Flash Lite,mag0,10,ec-mag0-n10-run01,False,1.2048,cf490d84f519473018d16edf4edfdaa9db91fb7c,2,4,5,2,2,3.4,7c735a8e175724768b8b60def440a6a81e6bed32,early,7c735a8e175724768b8b60def440a6a81e6bed32
9f77ea357569395e2a48f10902ae9e4a14b77f4a,single_model_final,Gemini Flash Lite,mag0,10,ec-mag0-n10-run01,False,5.9104,234d946d971194697b1c89e4d6f8f3b47064d341,2,4,5,4,3,4.0,0b8a8f3986f48af433d013e7bf98974e89db7228,early,0b8a8f3986f48af433d013e7bf98974e89db7228
9f77ea357569395e2a48f10902ae9e4a14b77f4a,single_model_final,Gemini Flash Lite,mag0,10,ec-mag0-n10-run01,False,6.4132,e11c45eae79e8c195e6ae0719bd25622d2fff4a2,2,4,5,3,2,3.6,5d8939af75e9fa0773774e28ea3eef50b132cbdb,early,5d8939af75e9fa0773774e28ea3eef50b132cbdb
9f77ea357569395e2a48f10902ae9e4a14b77f4a,single_model_final,Gemini Flash Lite,mag0,10,ec-mag0-n10-run01,False,10.3004,93e1fe56ec97ee0c95f208a6f0b26bf1074db08d,1,5,5,5,3,4.6,d1c81c4e2213f891d304843e85eacf38f07b0c0c,early,d1c81c4e2213f891d304843e85eacf38f07b0c0c
9f77ea357569395e2a48f10902ae9e4a14b77f4a,single_model_final,Gemini Flash Lite,mag0,10,ec-mag0-n10-run01,False,11.3676,fff26c5fcb9c2f56e6674b63c73d0b908ac7597d,2,4,5,2,2,3.4,cb49a6b4c96e0fc3e80b9c822ae61e2cb24d2b13,early,cb49a6b4c96e0fc3e80b9c822ae61e2cb24d2b13
9f77ea357569395e2a48f10902ae9e4a14b77f4a,single_model_final,Gemini Flash Lite,mag0,10,ec-mag0-n10-run01,False,46.9982,66783f97bf6c7f4402621087d60ffbb1d3ed5993,2,4,5,4,2,3.8,195769dcc680886843cec122335035623a08f2e0,late,195769dcc680886843cec122335035623a08f2e0
9f77ea357569395e2a48f10902ae9e4a14b77f4a,single_model_final,Gemini Flash Lite,mag0,10,ec-mag0-n10-run01,False,50.4575,78494d12a33e7a7ee93744e55bad5291344b1938,2,4,5,4,2,3.8,a4ba48238412dc765c455284226b952e0ec5af80,late,a4ba48238412dc765c455284226b952e0ec5af80
9f77ea357569395e2a48f10902ae9e4a14b77f4a,single_model_final,Gemini Flash Lite,mag0,10,ec-mag0-n10-run01,False,51.3702,090a7def7d3dd55843c75f0178c11c4891d77d38,2,4,5,4,2,3.8,d44fcecb363979f239e4c0f1def611ef13cf38dc,late,d44fcecb363979f239e4c0f1def611ef13cf38dc
9f77ea357569395e2a48f10902ae9e4a14b77f4a,single_model_final,Gemini Flash Lite,mag0,10,ec-mag0-n10-run01,False,52.6098,d0ac1454a221839514a9d7c0bdc3f9f4f1fa1278,2,4,4,2,2,3.2,9ef28ca0df3bfef36cf87da042bc96b79d470a2e,late,9ef28ca0df3bfef36cf87da042bc96b79d470a2e
9f77ea357569395e2a48f10902ae9e4a14b77f4a,single_model_final,Gemini Flash Lite,mag0,10,ec-mag0-n10-run01,False,55.3216,943a884a5b9220c8464b70c0bfce4aa68401bbd7,2,4,5,4,3,4.0,07ff5ce78b2c133692c602e4a09ceb933bc3efba,late,07ff5ce78b2c133692c602e4a09ceb933bc3efba
bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,single_model_final,Gemini Flash Lite,mag1,10,ec-mag1-n10-run01,False,0.2598,704646eccdd4ef17e2345d8f25a0e418bcfe2cab,2,4,5,4,3,4.0,08ff55a1dd378b832b766346efe52b437d2b089f,early,08ff55a1dd378b832b766346efe52b437d2b089f
bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,single_model_final,Gemini Flash Lite,mag1,10,ec-mag1-n10-run01,False,0.508,0918937768dabb3ddcb19ab037af33aa080042bb,1,5,5,5,3,4.6,c4bb87d48cfa8ea7ca3aff4831ec0820bbdf52ce,early,c4bb87d48cfa8ea7ca3aff4831ec0820bbdf52ce
bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,single_model_final,Gemini Flash Lite,mag1,10,ec-mag1-n10-run01,False,4.0253,313dd839760975dba1d2eda2b3a7d63f698a4a42,1,4,5,5,2,4.2,7ec1ff22416d8e9f7deb4301897885ad5811d5b0,early,7ec1ff22416d8e9f7deb4301897885ad5811d5b0
bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,single_model_final,Gemini Flash Lite,mag1,10,ec-mag1-n10-run01,False,7.2252,2ff0574f6a94cd221e6bde3cb4fcd7e48c83f082,1,5,5,5,4,4.8,f4e5de70d5c2dd3929afb0aba4c39c7c2902e80a,early,f4e5de70d5c2dd3929afb0aba4c39c7c2902e80a
bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,single_model_final,Gemini Flash Lite,mag1,10,ec-mag1-n10-run01,False,13.142,d34d66a374257178dc8a26ff31d2ab99d5fb2479,2,4,5,5,3,4.2,1ffac622468cdd095d0b11f409b4972ff7c2753d,early,1ffac622468cdd095d0b11f409b4972ff7c2753d
bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,single_model_final,Gemini Flash Lite,mag1,10,ec-mag1-n10-run01,False,50.3107,a1ab6c110242833ddd7640416e563222a04a5435,2,4,4,2,2,3.2,3cdfc288da940ebe961a999e445007359eb058b1,late,3cdfc288da940ebe961a999e445007359eb058b1
bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,single_model_final,Gemini Flash Lite,mag1,10,ec-mag1-n10-run01,False,50.3962,a803b12f340a7b62622460441d31f47ab8a9205f,1,5,5,5,4,4.8,4b4fad6bce4bd977bc6da81ff33571cfc755a185,late,4b4fad6bce4bd977bc6da81ff33571cfc755a185
bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,single_model_final,Gemini Flash Lite,mag1,10,ec-mag1-n10-run01,False,52.268,7117c427b430b8acb50bd4c724465df6dc47f53c,1,5,5,5,4,4.8,264dd9b5546c0e623df0331ca0002bc62b3b4279,late,264dd9b5546c0e623df0331ca0002bc62b3b4279
bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,single_model_final,Gemini Flash Lite,mag1,10,ec-mag1-n10-run01,False,52.3418,0bdebf7867ef692b3566691ddd9d057c3083081b,3,3,4,2,2,2.8,1700c9d23439011ddef09900281afadb46826ee9,late,1700c9d23439011ddef09900281afadb46826ee9
bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,single_model_final,Gemini Flash Lite,mag1,10,ec-mag1-n10-run01,False,55.3122,f04b8464e0f9726464bc1c7e84f4f2a7d6abb1a8,2,4,5,2,2,3.4,bccf713b71fb17422493e62839a314a24a393938,late,bccf713b71fb17422493e62839a314a24a393938
92d7e428272f4ac978a0baea7895710d9e3e5c92,single_model_final,Gemini Flash Lite,mag25,10,ec-mag25-n10-run01,False,2.7621,c94a96756752c8991d47a8dc5ad9b6a06902c619,2,4,5,5,2,4.0,9908dd0ad4464018799cb44d0e2af191fa5ea31f,early,9908dd0ad4464018799cb44d0e2af191fa5ea31f
92d7e428272f4ac978a0baea7895710d9e3e5c92,single_model_final,Gemini Flash Lite,mag25,10,ec-mag25-n10-run01,False,5.6536,8babf44c3b0293636ae0dc22c1ec7e15fdbb7683,3,3,4,3,2,3.0,fbbffa69005f8b588eac5d0cab09ec8c1be9b7d9,early,fbbffa69005f8b588eac5d0cab09ec8c1be9b7d9
92d7e428272f4ac978a0baea7895710d9e3e5c92,single_model_final,Gemini Flash Lite,mag25,10,ec-mag25-n10-run01,False,5.7706,1014150307d0229d109eb68dbf05b87d00d4d813,3,3,4,2,2,2.8,8c708044fdd4fb030c12109f011920d4bc04bdc5,early,8c708044fdd4fb030c12109f011920d4bc04bdc5
92d7e428272f4ac978a0baea7895710d9e3e5c92,single_model_final,Gemini Flash Lite,mag25,10,ec-mag25-n10-run01,False,7.2415,4219df19e48568725945cdfa2083075773c5feda,2,4,5,5,3,4.2,d74a1ff418cc3e31b778e90cd3bd01b0c1e1b230,early,d74a1ff418cc3e31b778e90cd3bd01b0c1e1b230
92d7e428272f4ac978a0baea7895710d9e3e5c92,single_model_final,Gemini Flash Lite,mag25,10,ec-mag25-n10-run01,False,8.6484,e468b1a12d210fb94714d1860b2be8e09755be84,2,4,5,5,3,4.2,380d18ae2243127923da33d74f85f464a26191e1,early,380d18ae2243127923da33d74f85f464a26191e1
92d7e428272f4ac978a0baea7895710d9e3e5c92,single_model_final,Gemini Flash Lite,mag25,10,ec-mag25-n10-run01,False,45.4884,5c5e698148b467ecbc186cd931a6409390071738,1,5,5,5,3,4.6,65798483b1661577b707008286a9ef4b74ba6878,late,65798483b1661577b707008286a9ef4b74ba6878
92d7e428272f4ac978a0baea7895710d9e3e5c92,single_model_final,Gemini Flash Lite,mag25,10,ec-mag25-n10-run01,False,45.6499,8f83a034f3289bb0670a6d03019f04d6e887bc23,1,5,5,5,4,4.8,f2e26fa4951a9d735fc6fe06bacd1c80e4b15a1f,late,f2e26fa4951a9d735fc6fe06bacd1c80e4b15a1f
92d7e428272f4ac978a0baea7895710d9e3e5c92,single_model_final,Gemini Flash Lite,mag25,10,ec-mag25-n10-run01,False,47.4759,7cd4c9087b508fc7162644e51736e45376da9b74,1,5,5,5,4,4.8,b0d7bbacc53343d2c964d2f0a2f3ec0911731343,late,b0d7bbacc53343d2c964d2f0a2f3ec0911731343
